ID,GASTO
LLO8VL0LOV,1
LV4V088V,
LV0LZ08L,1
LV00VL0V,
L9ZLO040L,1
FA0400980,
LVZ0894L,
ZVLOZLOZ90,1
L8ZM8LL0,
V0L9VVZ,1
L40ZZZ0Z,
L0Z8FALO00,1
LFA4LO8LOVL,1
FA0ZLL90FA,
L0000LO04,
L90400LOFA,1
LVFA408,
L880FA089,
L094LOVLFA,
LLLOZ44Z0,
L88Z4ZZLO,
L880L0FA0,
L8LVZFAL8,1
LLOV8LOLFAL,
LZML0Z80,1
L09LO4004,1
LO0ZLOFA4ZZ,
L04L40ZM,
L90LOLLO,1
L9L0FALV0,1
L80V40ZLO,1
L8FAZZ9LOFA,
L94800V8,
LLL4Z904,
LV9ZLO04LO,
LVVLOZFA0LO,I
FA0LOFA9008,
LZ8Z880FA,1
L8FAFAFA084,
LV0V44V9,1
L4Z0FALO0V,
L88Z0LFAL,1
FA0ZZL9LL,
LLO00LV9L,1
LZLO8VLO,
L08894LZ,1
LL0FALVV4,
L9FAVFA4LO8,1
800FA4ZMLO,1
LVVFAZ4VV,
FA04008L8,
LZLOZ448FA,
LVZZLO40Z,1
LFALOZLOFAL4,
V00FAVL44,
L80VV048,1
LV9ZMFA98,1
L9L40FA8V,
L0VZVZV8,
L90FA0ZM9,1
L9FA8V0L0,1
LLO09L04Z,
V0004880,1
LLOLFALOZ40,
LVFA4L9VFA,1
L80048FAV,1
FA04FAV449,
LFA9090V4,
LV4ZMLO00,
90084FA09,
L9Z0FAFAFA0,
LV000L00,
LZVLOZFA44,1
L8VLO8ZLOFA,
L909V9LOL,
L8ZLO00V9,
LVVZ0LL0,
LLO4Z9LL4,
L880ZMFA4,1
FA04ZML90,
FA0LOL40V0,
LLO4ZLLO09,
LZZMV8LOV,
L8FA0FALV4,
L84ZZZMFA,
LVZL0908,1
90L40LOLL,
L44ZLOVZV,
L84Z9Z9V,
LV9LVZ0Z,
L909084FA,
LZFA0VZZLO,
Z0840V9V,
LLO8VLOL,
FA0FALOV904,
LZFAZZZ0L,1
LFALFAL8FA4,
FA0480V84,
L94Z0V08,1
L0849LOZ9,
LFALO0LOVV0,
LFALLLOFALLO,
LLFA404,
80LFALVVL,
L00LLLOL4,1
L9004098,
L8V0L4,
FA0V0Z0L8,
L80V0L9L,
9009VFA49,
LVV9V8VFA,1
L9ZFA0ZFA0,1
ZZ0LZ8,
90LFA88V9,
LZM0FA4V0,1
L9004098,
L9040V08,1
LL9Z8V40,1
L04LFA080,
LV90FAZLO9,1
LLO9LVFA0FA,
L9LOFA04V8,1
L904FA094,1
FA048040V,
L8LLO908L,
L90L08FALO,1
L94LZML0,
LFA9FAZL89,1
LLO8909V9,
LZ80V98L,1
L4LOZ0L89,
LV80LLFAL,
L90LOZ040,
Z0LZ000Z,1
L4940LO40,
LZ8LZLOFA8,
FA0ZVZ800,
LLO8L80LLO,
LVZL80FA0,1
Z040L444,
FA09L80VLO,
80LVFA8LL,1
L49FA0FAFA0,1
FA0480FALOL,
L4009ZM9,1
L90ZMV84,
900LOV0LO8,
LLOL40FA,
L80LLO904,1
L9L8LLO4LO,
LV89V88L,
L900ZM04,1
LLVV00Z0,1
L90L8FAZ4,1
90LFA8LOL9,
L904ZZFA9,
L9000FAL9,
LVL80V90,
L90480LLO,
LFA8880VL,
L4LV0V0FA,1
L4LO08VFAZ,
89LO4L9L,
FA0Z8LOL8Z,
L9ZL44LO8,
FA0ZLO080Z,
FA0VLO9LZ4,
LO0ZFA0FA0L,
L9VLOV808,1
L8LO80V0V,
L8L4L004,1
L8LFA4ZVFA,1
800LLVZ,1
L9LOVZFALZ,1
L89V8088,1
FA0VZM49FA,
LLV49ZMZ,
8004V0V0,
L90FALO0FAZ,
L8L9V89FA,1
Z08Z9VLOFA,
8008Z49,
FA04FALO48LO,
800VLV0LO,
L9L9LO0LOFA,
LO0LOZ08FA0,
L888LVZL,
FA0V9ZV,
LZMZ000FA,
L90VL0LV,
LV9LO04LO0,
V04FAV04V,
VL40LLOV,
FA0Z09LO08,
L49V4VFAL,1
L8VL809FA,
V0LVLOV40,1
L94LL00LO,
L8V4LOL8FA,1
LZMLOFAVVL,1
LL04LOL84,1
LO0LO0FAL4LO,1
LZV9ZLO88,
LLO489L,1
LZV0049V,
ZZZ00040,1
LO04ZLOFAZ0,
L0V840LOFA,
ZZ040408,
FA0LO849V8,
L90ZFA9LZ,
LVVFA800Z,1
L4ZVLOVLOV,1
90LZLO00LO,
L00V88,
L9ZV0L0LO,1
L08VVL04,
L8L89VZ8,
LV9FA40LLO,
LLVVV00L,1
L9VVV4FA8,
LO044LOVV4,
L800400L,1
900FA08LO9,
L04FA0FA0FA,
LZ404V0L,1
L49LZ80L,
LV4FA49VFA,
LV4FAV00Z,
LLO0L0FAZ4,1
L9VZ8040,1
LVZFA4FAL0,1
90LL980,
L800L809,
L9809LOL8,1
Z080ZZ0LO,
LZLO9898FA,1
LV8908VV,
LZLO9898FA,1
FA0ZL0LLO4,
L0LZZ84Z,1
9V09FALO8,
90LFA4ZZ4,
L9FA4V9LO0,1
Z0VL000Z,
L8904L00,
FA0VFALO4V0,
8FA04LOVL,1
8009084,1
LLOL00ZLOZ,
FA04L0808,
V00080FA9,
L84ZV8L9,
LZZMZM09,
Z090LOZ40,
LZV804,1
LV498VLFA,1
L0804VL0,1
80LZMZZM,1
V0490FAL4,
9LOL004FA,
FA0FA8489FA,
FA0ZFAVLV4,
L800FAVLL,
FA0V40LVFA,
LO08LO0LLZ,1
L8Z0L4VZ,1
LLO94LOVVFA,
LV498LO89,
VZ800FAL,
L8Z0LOVV0,
908FA9LLO,1
FA004LOFA,
LO0FA0VZZ4,
LFA4Z9090,1
L0040ZVLO,
L40FA404L,
LVFA90FAFAZ,
L89488FA0,
LVVFA8LLO9,1
L9LO4LOV08,
LFA0L89Z4,1
L9444LOVZ,1
LV90LOL0Z,1
LO008ZZM0,
L4ZML90Z,
LV0V40V0,
900VL0ZL,
LZ8FAFALLO0,1
9000V804,
LV0L0LO00,1
V0ZLOFA8LO4,1
LL94VZM8,
FA0Z44FA84,
L8ZLOZ8V0,1
900009,
909ZZ98,
L84040L0,1
LVLZLOFAFA0,
LVL0FAZ9FA,1
LLOVFA044Z,1
FA0LO8FA0,
Z0ZZLO480,
L4Z4FALO90,1
L9VLL04V,
L90V889Z,
900040LV,
LZZ0V44Z,
L909V00Z,1
L4Z0LOFALO0,
L90V889Z,
900Z004V,
LLO0Z0LV9,
LL00V0Z0,
80009L8FA,
LV09FALO0L,
L8LOFA04ZFA,1
L8L8Z4Z4,
LZL840LLO,1
L4984ZV0,
90LLO08FA0,
FA00LZ488,
L48VZMZLO,
V909L88,
FA08LLOFA88,
LVL4088LO,
LLO404LVZ,
L8Z0LOVV0,
L88LO0FA0FA,1
LLO0L0FAZ0,
LVV4988LO,
L900890LO,
L880FA4L9,1
LLO490L09,1
FA94FA,
LZZZ8LOZ0,
ZVZ4440LO,
L8FAFAFA0LFA,1
LLO4ZLLO09,
LVLOVVFALO0,
9008940Z,
94FAZ0,1
LLOV0ZLOZ9,
L4FA0ZLO9Z,1
9009LOZLOL,
L84Z909L,
LO0LO4VLO0V,
LVL0LO008,
900V49V4,
LZ9FA90FA4,1
FA0FA9LO9LO0,
L4L0908Z,1
900L0FAVL,
L9FA00VLOV,
L4409884,
L90LOFALVV,1
LFA9L84,
LVLZZ4LO0,
9000L004,
L4LVLOLVLO,1
L98LLO0FA9,
900ZL080,
V809LO9Z,
LZ480ZZFA,1
L0L0Z4V0,
FA044FALO89,
FA0VZ8VZM,
900409VLO,
L8L08ZLO8,1
900FA80LL,
LFA44V48L,
LV90LZMZ,1
LFA4V4V,1
L800VLOL0,1
L080VZ9L,
9LO80VZZ,
L4FAZ40Z9,1
LLO0LO000LO,
L90LO9048,1
LZFALVL8LO,
L0094V0FA,
V0FA98FA49,
LV40009Z,1
L8FAFA0LLOFA,
L80FA4V40,
LO0Z08LLL,
LLO908Z,
L04ZLVLOL,
LZML0V80,1
L0LZZ44L,1
L9LO0LO0LO8,
L98Z0L0LO,1
L8LOFAVLLO9,
8LO4LOFA44,1
LVV00VFA9,
9008LO98V,
9008LO0LOL,
V0FAFALO90,1
L8V0LFA0Z,1
L8Z4FAV00,
L4ZFAVFAFA0,
LZZ8LOFALV,1
LFA94LOVLL,1
L904V80L,
V88LO89Z,
V00LO09LOFA,
ZZ040408,
L940FA0VL,
L8L8ZZ40,1
FA0449FALFA,
LVLFAL094,
FA009804Z,1
L8ZV0LO08,
LLV8ZVLOZ,1
LV0Z0ZV4,
LZZ944FA0,
LV9Z9FA84,
V0080LOVFA,1
L9ZLFA0ZZ,
L0VLO0Z9LO,
9800ZFA0,
FA0V4FA408,
LLOV800FA8,
V04VLLO08,
LFA0404ZFA,1
L4FA009FA0,1
L48V04V8,1
L9LZ4VLLO,
L808LO0VFA,1
L800FA0FA4,
LFAV8LOFA40,
L9FAFA0000,
L0FAZ044V,
LLLO04ZLO8,
LL48040V,1
L89LOFAL,1
L4FALO4048,1
80LFA0V,
LV484084,
L8FA0LOL80,
8FA4LOFA9LO,
L8Z0L4VZ,1
L8ZLO40LOL,
L9Z00LFAZ,
LFAV80ZFA8,
LFAV4FAVFAL,
L4LVZVLOZ,1
LZFA0ZVZZ,1
LFALO88L8L,
LV0LOFA4FA0,
L0FA090VFA,
LZ9LZ98V,
LL948L94,1
L8Z9V9Z9,
LZ0FAVV40,
FA0Z0909LO,
LVV048LLO,1
LV40040LO,
FA0ZLO9Z80,
L8FA0LO0VZ,
FA0400840,
L9ZVFA00L,
LVZ480FA4,
LFAZ8VZZM,
LVVZ80Z9,
9009L4Z8,
FA0LOZ9840,
8004Z090,
L0V04LO90,
LZ0LOFAZFAV,
FA04Z04VV,
LFA0LLOVLO4,
80FA0VVFA,
LLOZLZLO9V,
ZZVLO0LO90,
80FA0FA08,
L9LO0FA8V8,
L800FAFA40,
LLOZZM8Z0,1
L4LO0ZZFAV,
90LFA9FALO0,
90L00ZMV,
80L0FA0LO4,1
800004V8,
L0L0L8VV,
L0Z40LO04,
LFALOV4ZLO4,
LVLO0L094,
LO0LOFALO84Z,
L9VFAFA9V0,
L90L4FA0Z,
LVL4LLO9LO,
L9FAFA80LOFA,1
L8FAL9Z40,
LZZ8LO00FA,1
LLOV980ZFA,1
LLOZ40LO,1
LFALO844V0,
L4Z90LV8,
L090800LO,
90LLFAZ09,
LVLOFA8V,1
FA0ZL9ZVL,
L000LVLO0,1
L0FAZ80LLO,
L4LOFA9VLLO,
FA0VZ89ZLO,
ZZLO09LO44,1
LFA009FAL8,1
L9Z89840,
LZ00LO4,
L9V90008,
L90FA4LO9FA,1
900ZLO0LO0,
LVLO004LL,
Z04048Z0,
L8L804VFA,1
FA04FAFA0V9,
LFAZM90LFA,
ZZ49Z84LO,
L4L8009Z,
L9FA0VZZFA,1
L8Z0V440,
L9094V,
LV9V894LO,1
LO09LZV0V,
LZLVFAL00,
L90FA9LLO0,
FA090LO809,
ZZFAVV89LO,1
L008VZ9FA,
VVZZZVZ,
LFAFA90080,1
LVLOVFA088,
900FA980FA,
L9ZZLV4L,
LLOZZ9844,
9000L498,
L90V0Z4L,1
L49FA0LOVLO,1
LVL4LO08LO,
LLO8908Z9,
L4V0LLOVV,1
LLOFA808L4,1
V04FAFALO0LO,1
L80VZVLO9,1
L80VZVLO9,1
FA049L4VFA,
LO0440FALOZ,
L9VZ8040,1
LZ0LOFA9LL,
L9090VZLO,
LFAFA44ZFAL,
L9Z040VL,
LFA9V8L8L,
L9FALO0FA,
L0LZZ84Z,1
L98LLOZL0,1
L0V00L40,
L89L9ZM0,
LO0LOVV00V,
LO04FAFA4Z0,1
L8LV0VZZ,
L4FAFAV00V,
LLO0Z448V,1
L9LV0004,
L0LZ00FA0,
ZVLO0Z0LV,1
LV8L0VFAZ,
LO0LOL9044,1
V008V00LO,
LLO9FAVL80,1
LFAFAFA4900,
L9ZMFAZ80,1
L8FAL9LO0L,
LVL88880,
LLO9L4Z9L,1
L80FA0V9LO,
LLO8900LV,
LLO904LO0L,
LZZ40L9FA,
LL0Z808LO,
LLOLLLFAFA9,
L9044V0LO,1
940FA0Z0,
LL0V4FA0Z,1
L9FA40LL4,
VVFA9Z08,
L4L80FALZ,1
900FAFAFALOZ,
L4L4LFAL8,1
Z008FA908,
ZVLO4LL9LO,
LV804Z90,
L9004V8V,
800V8LFA8,1
LLO0VFAV08,
L0Z0ZFA48,
LV49FA0ZV,
80L90040,1
LLOFA440Z0,
L9Z9Z0,
LVFA4ZVVV,
9008LO98V,
L80LFAFAZZ,1
LLO08ZLZ4,1
LVZV0V0Z,1
FA04ZLOL90,
L84LO09LO0,
L8LOL4VVLO,
L8LFAFA0Z0,
VV0LLO48,
Z0ZLL000,
LZ0Z98VZ,1
V00VFA8LFA,
FA0ZLOVFA08,
L8Z84LLO4,1
LVZFAZ44L,
FA0ZVZFALFA,
L49LLO4LL,
L048V408,
LV4800ZM,1
L9FAL8LV9,1
LZ0949V0,
FA0LOL049V,
V00LOLV8Z,
LZ04L08FA,
L9Z0V9FA4,
9008LL0FA,
L49V4LO44,1
LV94LOL8LO,
L94V0LO0FA,
LFA009FAL8,1
L8FA89FA4Z,1
FA0LO080FA0,
LZ80FAVLOL,1
L09FA0LOZFA,1
FA0L08LLOZ,
L9Z494FA9,1
LFA44V04LO,
LLOFA0049FA,1
FA0ZFA80LOL,
LLOLZZ0FA8,1
L48LOLFA9L,1
FA00L40ZZ,
LFAZ400LZ,1
LVL449VFA,
LVL4VVLLO,1
L8LO0L9V0,1
L84ZV9FA0,1
LLOLFA0V80,1
LV90FAFAZ9,1
L8L9V89FA,1
FA04L000FA,
L84FA00V0,1
L4VZ448Z,1
FA0Z909LOFA,
LLO8004,1
LZ4ZM444,1
L8FA4FAZZL,1
FA0LOV80V0,
LLOVZ8Z4Z,1
900ZVLOVLO,
FA0ZL9ZVL,
LV0098LO9,1
FA040Z4LO8,
FA00FAZM8LO,
LLOV00LLOZ,1
90049VV0,
LLOZ0400LO,
FA00ZV08LO,
FA0V0ZL0FA,
LLO0LOV400,1
Z0V90LLO8,
LVZ00004,1
FA0LOVFALO00,
L8944VZLO,1
L0Z00LO0LO,1
FA0Z8LO0LOZ,
FA0VZMLOV4,
L40LOFAFA9LO,1
LZLOZZ988,1
LLO0980Z0,1
LZML0Z80,1
LVLLV4L8,1
FA0VLO4LO0L,
FA00FA84L9,
LVFALLOFA04,1
ZZZMV8Z0,1
90090VL4,
LLOZLO8LOZ0,1
LFAFA9VL8LO,1
LLO0ZVVFA0,1
9000ZMFAZ,
9008L40L,
LLOLLL44V,1
LZ0880,1
FA0L0LOZZM,
900L409FA,
V0L08LOLL,
L840008FA,1
9000LOV,
LZ9VFALOFAZ,1
FA0Z4V88FA,
98LOZ88Z,
FA00LZ04LO,
FA0LO09V04,
LZLOFA8FA48,1
L4L0VFAZ4,1
LZFALO0904,1
LZFA4Z890,1
Z048ZL,1
LLO0FA98L8,1
FA0Z08ZLOFA,
90L80FAV0,
L49408ZFA,1
L890FA0L9,1
LFA8FA0008,1
LVZMZLOLZ,1
LVLFAFA9ZM,
FA09VZZ8L,
LLO0LZ9LOZ,1
LFA48ZFA8FA,1
FA0VV8LZ0,
FA0Z89004,
LLOZLL8ZFA,1
90L48404,
LVLO84FAV8,1
FA0409LO4V,
LFAFA9ZM,
LLO40ZFAV0,1
FA04FA488FA,
LO0ZZV890,1
LFAZLOL4ZV,1
LZ9Z0LOZFA,1
L8FA0ZFA0LO,1
L4ZFAL8LO4,1
LV4ZLOFAFA0,1
LZ9LZLOZLO,1
Z0FA090FA4,
FA0ZLOLLO0L,
LZMLO8V0V,1
Z000VZFAV,1
L8LO4FA008,1
FA0LOVZZVFA,
L4LLOFAZ00,1
900V4ZFA,1
90L48404,
FA0ZLOV90FA,
FA0FA8FA0VZ,
L0LFAFAFA4LO,1
FA0LOZ0Z04,
FA048V9FA0,
LV0VZM08,1
Z04VLOZFAZ,1
L904ZZL9,1
LVLL0840,1
8440FA0V,1
L490FAL40,1
900ZLO0LO9,
L8ZL0V,
L8Z48LO9L,1
FA0ZLVLL4,
Z0FAV9Z,1
LFA0LOLLV4,1
FA084900Z,
LFA0L9V0,
LFAFA94L4V,1
L4LLLO89Z,1
LLO88ZVL9,
L90L0LO88,1
L40ZZZZ9,1
LLO00LO00L,1
L9VFAZ4V8,1
L80ZL9LO0,1
FA000LO04Z,
LO0LO00VLOV,
FA00LOV49L,1
LZZZLO8LO0,1
90LZ4LZ0,
9ZVZLO,
FA0FA9L48V,
LZ008494,1
FA0480V09,
900L4LO00,
FA0Z90FA89,
LZLO0498LO,1
FA0LO94FA4Z,
LV08V0Z0,1
LLLLLOL00,1
FA0LO800Z0,
LZMLOFAVVL,1
V0LO9LLOV0,1
L9FA8ZLV8,1
LO0LOV409Z,1
FA040VLOFA4,
900VV4,
L9LO9Z00Z,1
L00ZFA00LO,1
FA009ZZ08,
LO049004FA,1
L9ZFAV40LO,
LLO00LO8FALO,1
FA0V4048Z,
LZ0LO4V48,1
L4Z0LOLLO0,1
FA00LLOFAZ4,
L8LO9LVZZ,
L0FA04ZLOZ,
L9V04FA40,
FA04FA0LOL0,
L00V04V8,1
VFAFALOZ0LO,1
L8V4FALV0,
FA04Z000LO,
LL0004L0,
LVZVLO944,
LVL0L884,
L49FALO4L0,
FA0ZLO90VFA,
L0Z9FA980,
9L9VFA9L,1
L8VLO049V,1
900940FA4,
LVLO0L094,
L8949FAFALO,
9000440LO,
L900094Z,
LO0LOVLO00FA,
L8ZV89L9,
80L80LO0FA,
L9LO9Z9Z0,
ZZLOV9LOL0,
LVFAFA8Z00,
LFA09FAFAV4,1
V00L09V8,
Z0LOVL0LL,
L0ZLO48,1
9004VV4LO,
FA0440Z0LO,
L8VZ800V,1
LLOFA9LO08V,
LV08V004,
LL0V0LO4LO,
L94V4FA0L,1
LZMLO9049,
LZ0L89VZ,1
FA0ZV9ZL8,
LVFAZ0840,
L9Z08LFA0,
90L4L0VFA,
LLV0FALV4,
FA04089FAV,
LFA88VZ0Z,
LLOVL804L,1
LZL,
L90ZFAFA44,1
LVLO0ZLOZ4,1
90LZLZ00,
LO0ZV4LO00,
LZ4LO9444,
V09LLOFAFAL,1
L84Z909L,
LVZ0LO0LO0,
FA0V04984,
L9489LO80,1
Z0949ZFA4,
LLOZ9V4FAV,1
L90FAFALOZ9,
V0ZZFA08LO,
L8ZZ04ZZ,
L440V0,
V008Z009,1
L494FA04Z,1
8LO40FALO0,
LVL8L000,1
LFAFAZM0Z0,
L9ZFAV0FA0,
L04Z0LLO8,
9498V0V,
L89Z4VLOL,
L08ZMLFA0,
L80LLOFAV0,1
L9LZLZ8FA,
LO00V08LO8,
L40ZM4LZ,1
L9LOFA9848,
L0Z0FAVFALO,
LLOZ900FAL,
V0Z88V0FA,1
L8908Z,
LLOVLOL4LLO,1
Z084FA9FA8,1
LZ9ZLOZ9L,1
LFA9FA09V8,1
9ZZMFAL4,1
L8LOZLO090,
LV848ZVLO,
LLO90LOFAZM,1
L4V4FALZLO,
9000FAZ9FA,
L8FAL0004,
LVLVFAZ,
L9LO0LVL0,1
L0VVVL0LO,
LV88FAVZV,1
FA0FAZ0VFA0,
LLO008LO98,1
FA0FALO00V4,
LVZZ900FA,
LFAFAVLOFAFAFA,
LLO0V0044,
LVV4FAVFAV,
LVFA4Z9VZ,
ZZ0LOVV9V,
90L0FA09FA,
L8V980LLO,
L0LO8ZLO04,
LFA8Z000Z,
LV0V00FAFA,1
FA0ZLOZZ9V,
V0LO0LO9FA,
LZVFA98LOFA,
LVFA4VFALOL,
L8VZ98V4,1
L08LO8L,1
800FALOL08,
90094L8V,
900V9LFAL,
L8VV0L0L,1
LZ8808V9,1
LLOZFAZL9L,1
L9094888,1
L9VFAVLZ9,
LV4049,
LFAZFA0Z0L,
LVZ9FALO0V,
LL0L90L8,
L04LO4988,1
Z0LO009FA8,
L8VFA4LO8L,1
LLOFA04LO,
LZV0FAZFAFA,
LZ0ZM094,1
LLO980LO0LO,1
L9FA98VV0,
L90VLOFA4V,
L400LOVFA4,1
LFA09V8FALO,1
LZ0LLO490,
900FA4009,
L804V9ZV,
LV0LZVL9,1
LL490VZLO,
900LO8V0,1
LFA808900,
L80009LFA,
LLO888ZZV,1
LFALO0V09LO,
LVZ0ZLOFALO,1
L9LO40408,
L80LO884LO,1
LVZVFA0,
L9080LO4L,
L894VLLO0,
L9FALOFAVV0,
LV0LL000,1
LL08FAZ49,
Z00LOZ9FAL,
8ZLFAZML,
FA0Z98008,
LV8FA8VZ8,1
8V4VZZ0,1
LV4LLOLLFA,1
L84VLLO40,
L440LO0,
LV4Z884LO,
L84LOLFA44,
V8Z0LZZ,
LLO80V08V,1
L8ZZLO004,1
9FA89VLL,
L908VLFA4,1
L8ZMFA09FA,
L84LZL8L,1
L800L4V4,1
80LFALFAFAV,
LZLLZMFA8,1
90004L,
LZ0ZZ80FA,1
L880L8LL,
LV800ZMV,1
L9ZMV04FA,1
LV900LOLZ,
LV8894LOZ,1
LLO9FALZ0L,
LZM8LO984,1
LFAVVFAL48,
Z0LOZ8Z9FA,1
L098LO4FA8,
900VL044,
L4ZL4009,1
LLOLLO909Z,1
L4LZLOZV9,
L9FA04FA00,
L48LV00V,
VLOVZV,
L94ZLFA4V,1
L9FAFA9VZ8,1
L9Z408ZFA,
LV40LLOZV,1
L940LOZZM,
LZZFAZZMV,
LFA49FA840,
LO0LO0LLO09,
L98484V8,
L8LL8440,1
9000444V,
L0ZZ4VFAZ,
FA044FAZFA0,
FA0L8L90Z,
Z0Z0Z9FA0,
9008LO09L,
LVLOFAZ4,1
L90844,
LLOVV0ZLZ,
FA0809VLOV,
L0V4LOVLOL,
FA0LOFAVZ4FA,
L9L8LOV0LO,
LLO0LOFA000,
9004ZMV9,
LV8ZM80L,1
LLOLZFA0LO0,1
VLOL00FAL,
900L4048,
LV89L40LO,
L80FA4VL0,1
LV9Z4FA9FA,1
LLO0080VFA,
LV08VL,
Z0Z0V40LO,1
900VL448,
LVV49LOVL,1
LZLOVLOZFAL,
LZMFA8L,1
LFA8880VL,
9008Z8VV,
LZ9L8L8L,1
FA0V9Z0,
L9LVLOZ0Z,1
L8089V0Z,1
L8090Z0L,1
V008VLVFA,
L8FA8L4Z9,1
V009V4FAZ,
L80ZLO08Z,1
LO0LOZ09Z0,
8V8L0ZM,
LO0ZVZ00Z,1
L44LZ988,
L9V04004,1
LV4Z0LO9LO,1
L444L00V,1
LLV4090Z,
L8LO8V800,1
L8LLO08L0,1
LLZZLLOFALO,
L4Z49ZMZ,
L8LLVL4FA,1
LLO098040,1
L894FALO,1
LO0Z00094,
LVZFA9Z0V,
L408049V,1
L84ZM000,1
Z004VLO80,
LV400L,1
80080V,
LV9LO9098,
90094VFA9,
L44LLFA,
L940FAZ,
V0880V40,
900VZM0Z,
90048LLOL,
L4VLFALOVV,
L9ZFA0904,
LV0L4V0LO,
LLLO44L4L,
LVLFAVVLZ,1
L84LO0ZLOZ,1
LFA4Z9LO09,
L8V0VV,
LV4408Z8,1
L9FA400,1
8008L8LZ,
L80LOVZ8FA,
