ID,REINO
LO0ZFA09LO8,DORNE- 2
LZ8FA9ZLO0,DORNE-1
L900ZFAL0,STORMLANDS-1
L00V4L9LO,IRONISLADS
L00L4ZZZ,STORMLANDS-1
L88ZFA49L,HOARE
L940LZ8L,STORMLANDS-1
LO0ZLLOVL4,#N/D
V0FA9040V,#N/D
L08008VLO,HOARE
LLFALLO00V,IRONISLADS
L0ZVFA84LO,IRONISLADS
L8L0LO08Z,REACH
FA040980FA,#N/D
FA0VLV0LO0,#N/D
LVLO40L0Z,STORMLANDS-1
L0LOZ09Z4,STORMLANDS-1
FA00LO8LO00,CROWNLANDS
8FA40FALFA,#N/D
L9VZ40VL,#N/D
8L00LO09,HOARE
LFA9V0Z8FA,HOARE
LZV88FA89,DORNE-3
L484LOFA0Z,STORMLANDS-2
L0L4ZM00,RIVERLANDS-2
Z0L9LOZLL,RIVERLANDS-2
V0LO090L0,NORTH
LZ48490LO,HOARE
LZ9009LOL,#N/D
LO04V80Z0,CROWNLANDS
L9Z8Z00Z,DORNE-1
FA004LFA,STORMLANDS-2
L4Z0LO040,#N/D
9FA0LVFALO,HOARE
LVLO84L,HOARE
LZMLOLL4LO,DORNE-1
LVLOFAL0FAV,#N/D
Z0Z0Z40V,DORNE-3
LLOZ00848,DORNE-3
Z0VZ4LFAL,DORNE-3
FA00V4989,DORNE-3
9V894FALO,DORNE-1
V0L004VV,RIVERLANDS-2
L94Z4VFALO,RIVERLANDS-1
ZZZ8LO84Z,NORTH
VL80448,HOARE
ZZFAZ9800,STORMLANDS-2
LV9LOLL90,DORNE-1
LLLZML04,#N/D
FA0Z98Z04,#N/D
L8880VLL,#N/D
L4VZZ0,HOARE
LL8V0VLOV,RIVERLANDS-1
LZ0ZFALO8L,#N/D
L9LOFAVFA9V,NULL
LLOVL98Z8,DORNE-3
LLO00FA9V4,#N/D
LO0Z0L9LO8,AEGON
90004Z8V,#N/D
L4FALFAL04,RIVERLANDS-2
LLOZV9V8V,HOARE
L9FA4LO800,NORTH
ZZ0Z4V48,NORTH
L88ZFA94Z,NORTH
8009Z040,STARKS
L4LO80V4Z,DORNE-3
LO0LVLLOZ9,NULL
LFA9L8LOFA4,#N/D
LLVLOZVFAFA,#N/D
LLO8VL0LOV,REACH
L8040444,STORMLANDS-2
LZL0V449,DORNE-1
LV4V088V,#N/D
LV0LZ08L,STORMLANDS-1
LV00VL0V,#N/D
L9ZLO040L,HOARE
FA0400980,#N/D
VLOLZ0FALO,HOARE
LVZ0894L,#N/D
ZVLOZLOZ90,DORNE- 2
L8ZM8LL0,#N/D
V0L9VVZ,DORNE-1
L40ZZZ0Z,#N/D
L0Z8FALO00,REACH
LFA4LO8LOVL,HOARE
FA0ZLL90FA,#N/D
L0000LO04,#N/D
L90400LOFA,DORNE-3
LVFA408,#N/D
L90VZL09,CROWNLANDS
L880FA089,#N/D
L094LOVLFA,#N/D
Z0FAFA8LO9V,DORNE-3
L484LZ8V,NULL
FA0L88LO,#N/D
LLLOZ44Z0,#N/D
L88Z4ZZLO,#N/D
L880L0FA0,#N/D
900LZM4,DORNE-1
L8ZM49V9,NULL
LVV4LO9LLO,DORNE-3
LZ9L9800,HOARE
FA0L0FA89Z,#N/D
LLO4ZZV04,DORNE-1
8000FAV00,STORMLANDS-1
L8LVZFAL8,IRONISLADS
LLOV8LOLFAL,#N/D
L9V4FAFA0L,STORMLANDS-1
L90ZFA0LOZ,DORNE-3
LZML0Z80,STORMLANDS-1
L09LO4004,STORMLANDS-1
LFA88809Z,DORNE-1
LLO90FALOL9,RIVERLANDS-1
LO0ZLOFA4ZZ,#N/D
L04L40ZM,#N/D
L90LOLLO,CROWNLANDS
VLLOLFA0LO,IRONISLADS
L9L0FALV0,CROWNLANDS
L0840ZZV,DORNE-1
L9VFA000V,STARKS
L80V40ZLO,IRONISLADS
V00900FAV,STORMLANDS-2
ZZ4809ZL,NORTH
L0FAFA09FA0,HOARE
L8V400V0,HOARE
L8FAZZ9LOFA,#N/D
LFAZZZ94L,STORMLANDS-1
L94800V8,#N/D
LLL4Z904,#N/D
LV9ZLO04LO,#N/D
80094Z4Z,STORMLANDS-1
LVVLOZFA0LO,#N/D
L98VLO90V,HOARE
L4VVVZFA4,RIVERLANDS-1
FA0LOFA9008,#N/D
L9004LV0,HOARE
LZ8Z880FA,DORNE-1
L8FAFAFA084,#N/D
LV0V44V9,RIVERLANDS-2
L9V00V,DORNE-1
V0FA9LLO4L,STORMLANDS-2
L4Z0FALO0V,#N/D
L88Z0LFAL,STORMLANDS-1
FA0ZZL9LL,#N/D
LZ0008L0,NORTH
L90ZLO40Z,IRONISLADS
LLO00LV9L,RIVERLANDS-2
LO0LLFAFA88,NULL
LZLO8VLO,#N/D
L08894LZ,STORMLANDS-1
LVL0LO89LO,STORMLANDS-1
LL0FALVV4,#N/D
L9FAVFA4LO8,IRONISLADS
LLOFA80048,NULL
L9V8ZVFAFA,RIVERLANDS-1
800FA4ZMLO,STORMLANDS-1
LVVFAZ4VV,#N/D
FA04008L8,#N/D
LVLOV9LO9V,HOARE
LZLOZ448FA,#N/D
LVZZLO40Z,STARKS
L8090094,STORMLANDS-1
LFALOZLOFAL4,#N/D
L8LO4040LO,RIVERLANDS-1
V00FAVL44,#N/D
L80VV048,IRONISLADS
ZZVVLLFAZ,NORTH
LV9ZMFA98,STORMLANDS-1
L9L40FA8V,#N/D
LZMZM89LO,HOARE
L0VZVZV8,#N/D
L90FA0ZM9,RIVERLANDS-1
ZVLOFALVFA9,RIVERLANDS-2
L9LO8VZ00,DORNE-1
L9FA8V0L0,DORNE-1
LZ44Z0,RIVERLANDS-1
LLO09L04Z,#N/D
V0004880,RIVERLANDS-2
LLOVL98Z8,DORNE-3
89Z0VVL,DORNE-1
L0LOL0LOVV,RIVERLANDS-1
LLOLFALOZ40,#N/D
LVFA4L9VFA,NORTH
L890L804,IRONISLADS
L80048FAV,STORMLANDS-1
FA04FAV449,#N/D
L0LOZLLOFAFA,STORMLANDS-1
LFA9090V4,#N/D
LV4ZMLO00,#N/D
90084FA09,#N/D
L9Z0FAFAFA0,#N/D
LVL0090LO,NULL
L80FALOV8FA,CROWNLANDS
L890VL,STARKS
LV000L00,#N/D
LZVLOZFA44,IRONISLADS
L9V88L0LO,REACH
L8VLO8ZLOFA,#N/D
L4L88V0LO,DORNE-1
L09L40ZZ,CROWNLANDS
L909V9LOL,#N/D
L8409ZFA0,STORMLANDS-1
LV88ZFAFAV,NULL
FA0LFAL9VFA,#N/D
L4LFAV844,REACH
L8ZLO00V9,#N/D
V0LO800FA,DORNE-1
LVVZ0LL0,#N/D
L9L9FALL4,STORMLANDS-1
L8LOZ9LOL0,DORNE-1
LLO08LV,IRONISLADS
LLO4Z9LL4,#N/D
L4FA8LOFAV0,DORNE-1
L880ZMFA4,RIVERLANDS-2
FA04ZML90,#N/D
FA0LOL40V0,#N/D
LLO4ZLLO09,#N/D
L44FA4LLO8,STORMLANDS-2
LZZMV8LOV,#N/D
L8FA0FALV4,#N/D
L84ZZZMFA,#N/D
848L0FAZ,IRONISLADS
L4L004,RIVERLANDS-1
LV0ZL8FALO,DORNE-3
Z00VV009,DORNE-3
90LFA0VFA0,#N/D
ZVLOL9ZMV,RIVERLANDS-2
L448LO0L0,RIVERLANDS-1
L9ZLOV048,STORMLANDS-1
LV498LOFALO,DORNE-3
LVZ8ZLO,STARKS
Z0L09V44,RIVERLANDS-1
L8Z0V9VLO,NORTH
L49FA0V0L,STORMLANDS-1
LVZL0908,NORTH
90L40LOLL,#N/D
LLO8L4ZZ0,DORNE-1
FA00FA9490,REACH
LVVVLOZ,HOARE
L44ZLOVZV,#N/D
L84Z9Z9V,#N/D
LV9LVZ0Z,#N/D
L909084FA,#N/D
LZFA0VZZLO,#N/D
Z0840V9V,#N/D
Z0LVL40L,RIVERLANDS-1
L0V00V00,DORNE-1
Z000FA80V,DORNE-3
LV40494FA,DORNE-1
LLO8VLOL,#N/D
LV0L0V,RIVERLANDS-2
LLO80LO89Z,HOARE
L48VLOV,DORNE-3
FA0FALOV904,#N/D
LZFAZZZ0L,STORMLANDS-1
LFALFAL8FA4,#N/D
FA0480V84,#N/D
L94Z0V08,STORMLANDS-1
LZ0L9VLOZ,DORNE-1
L44LO0LLOL,REACH
V00ZLZ8LO,RIVERLANDS-2
L0Z04LO,RIVERLANDS-2
LZ8Z900V,DORNE-3
L0849LOZ9,#N/D
L9V4LO9Z0,STARKS
FA0FAZM098,#N/D
LFALO0LOVV0,#N/D
LFALLLOFALLO,#N/D
LLFA404,#N/D
L8FAFAVFA,NULL
LZV0840Z,REACH
80LFALVVL,#N/D
L800Z09FA,STORMLANDS-1
L00LLLOL4,HOARE
L9004098,#N/D
L8V0L4,#N/D
FA0V0Z0L8,#N/D
9FA4098FA,DORNE-3
LV9FA4080,STORMLANDS-2
FA00V00L4,REACH
L80V0L9L,#N/D
ZZ48LOFA4Z,DORNE- 2
L0L049,STORMLANDS-1
L0LO0LFA0V,DORNE-1
FA00ZZFA0Z,STORMLANDS-1
L04LOVVFAL,STORMLANDS-1
L9LOZ00FA9,HOARE
L4FALO0L9FA,HOARE
L8L9ZL,DORNE-3
LZZ04FA0LO,STORMLANDS-1
LO0LOZ0LLOFA,AEGON
9009VFA49,#N/D
L0LOLL8V8,NORTH
LVV9V8VFA,REACH
L9ZFA0ZFA0,STARKS
ZZ0LZ8,#N/D
90LFA88V9,#N/D
LFALO440FA9,STORMLANDS-2
L90FA9004,NULL
LZM0FA4V0,STARKS
L9004098,#N/D
L9040V08,IRONISLADS
L90ZMV,NULL
LFAZLOV4L0,REACH
9V8Z4,RIVERLANDS-1
LL9Z8V40,STORMLANDS-1
LLO4L9LL0,HOARE
L04LFA080,#N/D
LV90FAZLO9,STORMLANDS-2
LLO9LVFA0FA,#N/D
LLOZL8ZML,STARKS
L9LOFA04V8,IRONISLADS
L904FA094,STORMLANDS-1
L9FA08098,STORMLANDS-1
FA048040V,#N/D
L9ZML8FA8,REACH
L8LLO908L,#N/D
L9LFAL880,DORNE-1
L90L08FALO,STORMLANDS-1
L94LZML0,#N/D
LFA9FAZL89,DORNE-3
LLO8909V9,#N/D
LZ80V98L,STORMLANDS-1
LLOV0VLOL9,IRONISLADS
LFAZ00ZLL,CROWNLANDS
L4LOZ0L89,#N/D
L0LO0004Z,NORTH
LV80LLFAL,#N/D
8V4480L,HOARE
FA0LZ9804,#N/D
L8V89LVZ,DORNE-3
L4L904L9,STORMLANDS-1
L90LOZ040,#N/D
FA0L40ZVZ,#N/D
L09ZFA94V,NORTH
LZ4Z8FA8FA,STORMLANDS-2
L8090LZZ,DORNE-1
LV809LFAL,IRONISLADS
LO04FA4V00,DORNE- 2
Z0LZ000Z,DORNE-3
LLOZLO00ZL,REACH
L4940LO40,#N/D
FA0L89FA,#N/D
Z044FAZ80,RIVERLANDS-1
L4L84ZLOZ,STARKS
LZ8LZLOFA8,#N/D
FA0ZVZ800,#N/D
LZ9804FAV,REACH
LLO8L80LLO,#N/D
LVZL80FA0,STORMLANDS-2
L8LL4884,IRONISLADS
LFA4ZM0ZZ,IRONISLADS
L8490Z0LO,DORNE-3
Z040L444,#N/D
LO00LL884,CROWNLANDS
ZVZMV0V4,NULL
FA09L80VLO,#N/D
80LVFA8LL,STORMLANDS-1
L04FAV0FA4,IRONISLADS
L49FA0FAFA0,REACH
FA0480FALOL,#N/D
L4009ZM9,NORTH
L00VFAFA8V,IRONISLADS
LVLO08888,DORNE-3
L90ZMV84,#N/D
900LOV0LO8,#N/D
LV0094V4,STORMLANDS-1
LLOL40FA,#N/D
L80LLO904,#N/D
L9L8LLO4LO,#N/D
LV89V88L,#N/D
L844LLO98,IRONISLADS
LVV89VV0,#N/D
L900ZM04,STORMLANDS-1
LLVV00Z0,IRONISLADS
L90L8FAZ4,CROWNLANDS
90LFA8LOL9,#N/D
LFAVFAFAFALOL,DORNE-1
L904ZZFA9,#N/D
L9000FAL9,#N/D
LVL80V90,#N/D
L90480LLO,#N/D
LFA8880VL,#N/D
L4LV0V0FA,DORNE-1
L4LO08VFAZ,#N/D
V0ZFALFALL,REACH
VLO00840,HOARE
89LO4L9L,#N/D
L9ZVZM8LO,RIVERLANDS-2
FA00LOLL9FA,IRONISLADS
LFAVV840V,DORNE-1
FA0Z8LOL8Z,#N/D
L9ZL44LO8,#N/D
ZZ80LFA8L,NORTH
FA0ZLO080Z,#N/D
L4L80844,STARKS
FA0VLO9LZ4,#N/D
LO0ZFA0FA0L,#N/D
8880844,IRONISLADS
ZZFA4FA4,RIVERLANDS-2
L9VLOV808,DORNE- 2
800VVL00,NULL
FA0084L9V,NORTH
L8LO80V0V,#N/D
LLLOLVV09,IRONISLADS
L8L4L004,HOARE
L8LFA4ZVFA,HOARE
800LLVZ,HOARE
L9LOVZFALZ,RIVERLANDS-2
ZZVFAL8ZV,HOARE
L4L98V,DORNE-1
L89V8088,NULL
LLLO808Z8,IRONISLADS
FA0VZM49FA,#N/D
Z0LO08Z0Z,DORNE-3
LZ940048,STORMLANDS-1
LLV49ZMZ,#N/D
8004V0V0,#N/D
L90FALO0FAZ,#N/D
LLO9V8LO44,IRONISLADS
LV808V08,IRONISLADS
L8L9V89FA,HOARE
Z08Z9VLOFA,#N/D
L94FAZV0LO,DORNE-1
8008Z49,#N/D
LLOZZZ8LZ,REACH
L908V9FAL,CROWNLANDS
FA04FALO48LO,#N/D
800VLV0LO,#N/D
L9L9LO0LOFA,#N/D
LO0LOZ08FA0,#N/D
L888LVZL,#N/D
Z09LO9LZV,RIVERLANDS-2
FA0V9ZV,#N/D
LZMZ000FA,#N/D
L90VL0LV,#N/D
LV0449,DORNE-1
LV9LO04LO0,#N/D
V04FAV04V,#N/D
V0Z00FA00,REACH
V089V48LO,STORMLANDS-2
VL40LLOV,#N/D
FA0Z09LO08,#N/D
L0LOVZZ48,IRONISLADS
L49V4VFAL,DORNE-3
L8VL809FA,#N/D
V0LVLOV40,RIVERLANDS-2
L94LL00LO,#N/D
LZ89V80LO,NULL
L8V4LOL8FA,RIVERLANDS-2
L90LLO948,HOARE
LZMLOFAVVL,STORMLANDS-1
LV490L48,NULL
L489088LO,STORMLANDS-1
LL04LOL84,CROWNLANDS
Z008Z80L,RIVERLANDS-1
LO0LO0FAL4LO,CROWNLANDS
LZV9ZLO88,#N/D
L8004004,IRONISLADS
LLO489L,IRONISLADS
L80Z9FALV,DORNE-3
LZV0049V,#N/D
ZZZ00040,NORTH
LO04ZLOFAZ0,#N/D
LLFAFALOZLOV,RIVERLANDS-2
L0V840LOFA,#N/D
LZM44V4FA,STORMLANDS-1
L88ZZVFA4,DORNE-1
LVZLO9FAL0,CROWNLANDS
LV8ZZVLOZ,HOARE
LLO8008LLO,REACH
ZZ040408,#N/D
LFAVZ09LO8,IRONISLADS
FA0LO849V8,#N/D
900ZL9Z,HOARE
L90ZFA9LZ,#N/D
LVVFA800Z,IRONISLADS
L4ZVLOVLOV,RIVERLANDS-1
90LZLO00LO,#N/D
L00V88,#N/D
LVL9L0FA4,HOARE
ZZZ04LLO8,NORTH
L9ZV0L0LO,RIVERLANDS-1
L008V0ZV,RIVERLANDS-1
L08VVL04,#N/D
L8L89VZ8,#N/D
LFAV0VFALO0,HOARE
L009FA949,IRONISLADS
LLOFA8LVZL,IRONISLADS
LV8ZFA0VL,RIVERLANDS-1
L8ZZ9LL9,IRONISLADS
LV9FA40LLO,#N/D
LLVVV00L,DORNE-3
L9VVV4FA8,#N/D
LO044LOVV4,#N/D
L800400L,CROWNLANDS
900FA08LO9,#N/D
L04FA0FA0FA,#N/D
L98Z84,REACH
LVZ0LLOV0,NULL
ZZVZ0VZ9,STORMLANDS-2
L8LOLLFAV0,STARKS
LZ404V0L,IRONISLADS
LFALOV4V,STARKS
L49LZ80L,#N/D
LFAZZ9LZM,IRONISLADS
LV4FA49VFA,#N/D
LV4FAV00Z,#N/D
LLO0L0FAZ4,HOARE
V0ZLFAZ,REACH
L4ZLO4FAFAL,RIVERLANDS-1
LV9L094L,DORNE-3
